"Label","F2","F7","F8","F1","F5","F6","F4","F3","F10","F9"
0,0.725408218973153,0.86035869271797,-0.805755980386895,1.23624624430459,-0.974474618410349,-0.429426166961671,-0.0361105599692746,1.68385557395834,1.65751185601898,0.615752638861815
0,1.31373115828534,-0.445148604403307,-0.774060967281317,-0.627644953734279,-0.336002761184712,0.0329006570996518,-1.27064263126866,0.632678126788533,-1.30000744308004,0.74857338674706
0,0.515400759834876,1.65312118100007,0.481796777584661,0.0256283175994245,0.469539212198803,1.01780082200517,-0.0360599436589613,-0.0386389160858071,-0.0279533767081243,0.809277886873322
0,1.54952014290455,-1.23735155572917,-0.334814844407279,-0.70259325227161,-1.67091446953116,1.96141845695383,-1.2578374850784,1.71345409004018,-1.01617003589397,0.322447783874955
0,0.49464778222994,1.42787454259123,-0.578348221743695,0.636502816053147,0.571919954885393,-0.815833644384445,-0.0511392261140683,0.490588727090915,0.873456013578554,-1.04381029642157
0,-0.887614426182449,0.100297580280389,-0.665514483666526,-2.29436177662284,-0.305940178777303,-2.32241803532819,-1.53581656061939,0.652410094487805,0.659321644807469,0.614218737322967
0,0.417906426388973,-0.939064310848496,1.69200623481474,0.239038581541931,0.0180381510025394,0.66507463041862,0.118209430146085,2.41268532524576,-0.469832910709809,0.856497252490979
0,0.724950863705702,-0.197455298110698,0.153475724126459,-0.334060883663319,0.0490899809679023,-0.534030467554733,0.738966519587595,-0.0913847033875667,0.82198896989873,-0.987511399453103
0,0.823720195755214,2.79699597016693,-1.60802903684219,-4.25792531733784,-0.208385643038396,1.88594575060962,0.631420593314556,-1.06381695516788,-1.76896360457132,-0.493618730610626
0,0.853585906848874,-0.0157464481680353,-0.941812415269713,-0.805770858121195,-0.72123231300953,0.657803485122177,-0.146507587784511,0.302861518205935,-0.329014619555642,0.891318103101997
0,0.505044282477372,1.32387714462476,2.30637269099368,0.238974920474419,0.190134341706406,0.476107169157874,-0.382009831103221,-0.681901325441794,-0.886813759229348,-0.213643980092542
0,-0.0567674065689151,1.75773484607307,0.813858409763185,0.740523156443625,-0.0178995648131816,-1.01630313613706,-1.2769069145918,-0.154386106561181,1.23261662623462,-0.0568550976744508
0,0.351759564928017,0.2195984808827,0.39372694768556,0.306168574563823,1.80284397410749,-0.0546408423884085,-1.48944921026542,0.730499029806985,-0.545321473724657,-0.591748213129724
0,-0.182118632281949,1.86371656780211,0.189559579418776,1.36330411068547,0.0948407358777381,-1.18034579023029,-1.38112320982513,-0.306891930813979,-1.09220324753763,-1.32909071569295
0,0.922234532975109,1.34861518211093,0.561203822139577,1.00772981292969,0.638030297668756,1.49023856987038,-1.24818158389617,0.634321405001128,0.326778338602317,0.441306808561381
0,1.17415564759498,0.291559796667282,0.206366685551812,1.32429203160946,-1.17230454112081,-0.0475391194904197,-0.267098462677277,1.08931730371014,-1.70467090405352,1.03268278746233
0,0.560374870187886,0.291537367774691,0.462771577725622,-0.671311932186411,0.380832484243888,0.955547019038138,0.752930340732415,0.844412824216426,-1.17772123149849,-1.15200517711271
0,1.35913645617834,-0.255295615153549,0.178603419311774,0.343366708164977,0.038117074830415,1.41170016652178,-0.0465121612334071,-0.656014084556726,-1.30891090824049,-1.55075183545361
0,0.609374390871654,1.51620857863499,0.700677730402088,-0.913594474871525,-0.270056527178176,0.680604608376618,0.207111553969883,0.179349171351337,0.359718593021243,-0.124495655364954
