"Label","KPC1","KPC2","KPC3","KPC4","KPC5","KPC6","KPC7","KPC8","KPC9","KPC10","KPC11","KPC12"
0,0.0861284568652028,0.0882421580952999,-0.0984978585664989,-0.0968627660222069,0.0940388360079698,0.0879546929028909,0.0960240545502199,0.0917498689008644,0.0995312723245362,0.0898986999744524,0.0694252661126945,0.049433172872967
0,0.0861322714504489,0.0882512306287584,-0.0985382606171405,-0.0969058905554102,0.094093162498285,0.0880651104494902,0.096201229492834,0.0920371689202028,0.0999079065530963,0.0910197094905781,0.0706069451549931,0.0577488359012768
0,0.087492491345069,0.0921317808463942,-0.11472937410323,-0.114452109218289,0.117432987831679,0.158558976750588,0.446057721508046,-11.5745173828859,-0.525154250920791,-0.0397293840294765,-0.0217579608918158,-0.0138230368493972
0,0.0861272779813591,0.0882388942035855,-0.0984856158145736,-0.0968495907442937,0.0940222764193918,0.087919500172196,0.0959549211956437,0.0916649275290062,0.099421901427606,0.0896244914642853,0.0691484316143395,0.0492255597630409
0,0.0861453405242016,0.0882900671134794,-0.0982723663188657,-0.0970013244139077,0.0942352982139809,0.0884499475596607,0.0970397144536447,0.0929661588648395,0.101114095136694,0.0859925368706168,0.07360947831368,0.0503711657659152
0,0.0861295018784295,0.0882451013351349,-0.0985084811180491,-0.0968743656942143,0.0940536035101296,0.0879863867684041,0.0960858574441454,0.0918261029197628,0.0996294851207529,0.0901494462780421,0.0696748494203462,0.0496187618406577
0,0.0861283918851795,0.0882419814231053,-0.0984971647894302,-0.096862008089263,0.0940379622033761,0.0879528414396357,0.0960202583008844,0.091743149634724,0.099525268602596,0.0898874604312988,0.0694097501770895,0.049422252364335
0,0.0134589137133655,0.0873816839549912,-0.0979994601387885,-0.0964951825698178,0.0904623978163995,0.0876801257543001,0.0965893277877201,0.0925879457545332,0.100741021549218,0.0938573481125157,0.073894281873088,0.051856652238478
0,0.0861295022109386,0.0882450694135378,-0.0985087500634971,-0.0968744707812177,0.0940539785160397,0.0879858610614943,0.0960851223074524,0.0918251976280606,0.099629198283742,0.0901496535650806,0.0696738080269439,0.0496209776780787
0,0.0861335350259447,0.0882860930670221,-0.0986623507157451,-0.0970423083585993,0.0942686559952214,0.0884244704274875,0.0969486304879303,0.0929100195860331,0.101032689156358,0.0933027252482641,0.0735954981644612,0.0540879235766396
0,0.0861312053289821,0.0882498169501619,-0.0985259453322491,-0.096895018729282,0.0940778867830344,0.0880374280798235,0.0962159145089011,0.0906644198235247,0.0997084307153595,0.0905039484404775,0.070040377311423,0.0499010747229264
0,0.0861283919430914,0.0882419791219952,-0.0984968096286872,-0.0968627793461179,0.0940372624646331,0.0879532658867213,0.0960217759295943,0.0917458668437245,0.0995254152323415,0.0898852208560478,0.0694093604102036,0.0494155877141758
0,0.0861298477672714,0.0882460038497239,-0.0985034218417797,-0.0968771906976265,0.0940584924750419,0.0879969364011961,0.0958780790825734,0.0918410763878451,0.0996571543351522,0.0903334833152951,0.0707958545402765,0.0449813099197595
0,0.0861283921204673,0.0882419796180164,-0.0984971535813708,-0.0968620938642224,0.0940378726744265,0.0879533364588567,0.0960190344177022,0.0917440629236365,0.0995246841703021,0.0898855626225967,0.0694098285124606,0.0494252825636361
0,0.0861297941577523,0.0882458808490472,-0.0985119171322644,-0.096877777876731,0.0940578734488448,0.0879939700635451,0.0961097405443639,0.091762068283018,0.0996477498480732,0.0902014204373837,0.0697215849097734,0.0496552462585671
0,0.0861679541418665,0.0883340789430984,-0.098935613467817,-0.0973327802628061,0.0946215033854975,0.0864008358011525,0.0975821384074505,0.0948341462430427,0.10359384363347,0.103507477970087,0.0419098044760088,0.172438178479497
0,0.0861274924373264,0.0882374594829993,-0.0984729108650355,-0.0968512046770051,0.093977257643562,0.087927253554649,0.0949640243156853,0.0916278595381482,0.0993953740108808,0.08963285222596,0.0692936953834159,0.0517151753949023
0,0.0861286159190973,0.0882426708270235,-0.0985003667379055,-0.0968655532004217,0.0940415921611654,0.0875994926921178,0.0960205007946429,0.0917536685636886,0.099537367053722,0.0899215856924494,0.0694506622740618,0.0494626700965882
0,0.0861284037136257,0.0882420135493925,-0.0984972885525491,-0.0968621863876489,0.0940381113772333,0.0879530774275223,0.0960211979708433,0.0917438130933176,0.0995277577914237,0.0898834479215564,0.0694120058653088,0.0494176972587512
0,0.0861294106535646,0.0882445824016515,-0.0985079989395896,-0.0968736619398581,0.0940526762491825,0.0879839808258317,0.0960751760769811,0.0918305344334069,0.0996300928598645,0.0901007169252534,0.0697781876322687,0.0510665111010806
0,0.0861317285854464,0.0882514949889938,-0.0985368739783876,-0.096905032876871,0.0940950396155349,0.0881234872680286,0.096849790526808,0.0645294490283214,0.0980826530699287,0.0896644377591369,0.069311294787674,0.0491721648098048
0,0.0861283918402777,0.0882419789312752,-0.0984971704867937,-0.096862050247832,0.0940379392583042,0.087952701543076,0.0960203519641696,0.0917433396637584,0.0995276097406208,0.0898595330619462,0.0694098594838316,0.0494137342638073
0,0.086158703110526,0.0865285633720392,-0.0987242428905928,-0.0971003547516844,0.0943446269653319,0.0879384950499254,0.0973072233578674,0.0936057861220025,0.102013072802663,0.103969082457456,-0.283703698725373,0.0636897257176681
0,0.0861283919524418,0.0882419789034223,-0.0984971695225575,-0.096862051018377,0.0940379431937948,0.0879526883917761,0.0960202336945138,0.091744848320875,0.0995253053032135,0.0898609104419059,0.0694261750761145,0.0494255900925644
0,0.0861284123634147,0.0882420351118558,-0.0984973839662077,-0.0968622773467871,0.0940382274422037,0.0879533313322926,0.0960214241423582,0.0917463971791264,0.0995270026684668,0.0898891178716429,0.0694158089715907,0.0494290390172508
0,0.0861342281998852,0.0882404797876428,-0.0977666553446203,-0.0968399611305074,0.0937950182411525,0.0882763496146542,0.0651511404003322,0.0905691154542875,0.0986678079217447,0.0896290702450324,0.0703213985849344,0.0685211417213891
0,0.0861288842596226,0.0882433593176877,-0.0984806738483515,-0.0968647953349693,0.0940438194966862,0.0879665683088641,0.0960609414860358,0.0917799270567997,0.0995703413893313,0.0899989346923066,0.0695961553017688,0.0493099556124727
0,0.0861283940046044,0.0882419837576664,-0.0984971865972852,-0.0968620737363598,0.0940379693937104,0.0879527616479318,0.09602031717697,0.0917450571610507,0.0995252426368038,0.0898856767519856,0.0694122366355432,0.0494196714623253
0,0.0861295085981176,0.0882450073806995,-0.0985088965707304,-0.0968745785225857,0.0940537541513526,0.0879862405752461,0.0960855869708736,0.0918257049253079,0.099628989731387,0.0901491778791446,0.0696937560146332,0.0496266278231189
0,0.0861545044257779,0.0856153004189082,-0.0988285763953916,-0.0972994121586928,0.0804152601401839,0.0876883228460936,0.0966669874532323,0.0920696773450507,0.099972295581652,0.0912508942710951,0.0708574924043305,0.0498750573300935
0,0.0861294129384162,0.088245455862926,-0.0980619842730346,-0.0968177371043402,0.0940338638117253,0.0879791071833631,0.0963349386169457,0.0862167221118756,0.0992317004110341,0.0897903367913446,0.069379331832448,0.0494409489114139
0,0.0874262081677846,0.0919520286429151,-0.114121201276524,-0.113792547506275,0.116626286518094,0.157089487230814,0.443349360442953,-11.5578786209837,-0.526884933920308,-0.0430272115685134,-0.0244156328947352,-0.0161208899578528
0,0.086135184609211,0.0878341895157015,-0.0981618387514929,-0.096875027020044,0.0941025100669306,0.0882513847306074,0.0706096318701059,0.0908575232090991,0.0989301494654657,0.0904107680092016,0.0740687672069825,0.131618047553651
0,0.0861270713653375,0.0882419795996512,-0.0984972186071493,-0.0968621046551333,0.0940380059643293,0.0879528681481726,0.0960205227508489,0.0917452574591669,0.0995255348079831,0.0898867087637996,0.0694104479235328,0.0494302003098757
0,0.0861283914127065,0.0882419777029313,-0.0984971710319222,-0.0968620481485004,0.0940379417597013,0.0879527088308596,0.096020196035671,0.0917449123003529,0.0995250690851573,0.0898853408185831,0.0694093098128592,0.049423408853692
