"Label","2-aminoadipic acid","2-hydroxyglutaric acid","2-hydroxyvaleric acid","3-phosphoglycerate","5'-deoxy-5'-methylthioadenosine","adenine","alanine","alpha ketoglutaric acid","arachidonic acid","asparagine","benzylalcohol","beta-alanine","citric acid","citrulline","creatinine","cytidine-5-monophosphate NIST","dodecanol","fumaric acid","glucose","glucuronic acid","glutamic acid","glutamine","glyceric acid","glycerol","glycerol-alpha-phosphate","glycerol-beta-phosphate","glycolic acid","hydroxylamine","hypoxanthine","idonic acid NIST","inosine 5'-monophosphate","malate","maltose","methanolphosphate","N-acetyl-D-mannosamine","N-methylalanine","nicotinamide","oxalic acid","p-hydroquinone","phosphoethanolamine","phosphoric acid","proline","pseudo uridine","pyrazine 2,5-dihydroxy  NIST","serine","threonic acid","tocopherol beta NIST","trehalose","uracil","urea","uridine-5'-monophosphate","xanthine"
0,9.866294,14.086456,15.727408,12.355606,10.601778,11.754734,19.316541,10.896646,13.832654,14.890483,12.770785,13.553821,15.208858,11.303634,16.374635,15.779254,10.115334,14.286643,13.865699,9.007255,18.745037,14.052056,12.833127,16.611798,17.586656,11.165623,11.954255,14.779236,15.502536,8.65479,12.85927,15.066628,14.780149,14.680056,8.415562,14.770079,14.025899,17.312074,9.414116,19.190456,18.947789,17.770008,10.962441,15.280009,17.334503,13.369199,11.374507,13.109091,15.540875,18.91262,8.735754,11.466338
0,10.155813,15.913137,12.532141,11.954307,10.792932,11.38753,18.749612,11.371956,14.692349,14.630083,12.562368,12.843719,16.136208,11.609878,18.114362,15.829779,10.296422,14.354827,12.488613,8.303007,18.879684,13.024318,13.105473,17.241183,17.348824,11.298401,11.926858,14.181814,16.393317,9.421513,9.721981,14.730127,11.158721,13.871562,7.828053,13.827711,14.500765,17.185121,9.62756,18.087603,20.113755,18.391151,10.470886,14.784281,16.842427,13.535779,10.024915,9.331627,15.434915,18.192792,8.928563,8.369763
0,8.980712,13.032897,16.322766,10.444659,8.564166,10.087466,18.709363,10.594037,13.383758,13.360919,13.983113,12.718582,15.696034,10.704959,15.602971,11.931842,12.411492,12.860209,12.907663,9.620402,18.019734,16.581301,12.865117,17.432634,14.488656,9.356787,12.755396,15.882771,14.277664,7.994216,10.326858,13.766259,12.584025,12.503684,7.823171,14.739029,12.951877,16.524386,10.734762,16.337023,20.401874,17.504323,10.263212,13.354389,16.855958,12.872753,10.409814,10.449569,14.378725,18.682212,8.163145,10.057762
0,8.162313,17.532062,16.000497,9.590322,9.776172,10.907594,18.592291,10.187116,12.238696,14.58882,13.302042,13.324224,13.604681,11.160749,16.281569,11.751786,10.4607,13.580214,9.668732,7.836209,17.610137,14.689813,13.242645,16.660522,15.120572,9.241412,12.17011,15.353222,15.125293,6.793774,11.013087,13.598242,9.517218,12.092914,7.289927,14.271019,13.239437,16.984483,10.709965,18.115967,20.518612,17.22154,10.351566,12.510683,16.670383,13.641322,8.747276,9.846626,15.440454,18.206261,6.846626,8.544668
0,7.864104,14.116084,12.750284,8.974213,8.024045,10.969597,17.87203,10.910607,13.071943,14.900334,14.068978,13.974789,16.19536,10.1579,15.491097,13.074901,12.493561,13.935085,12.535553,9.032923,17.442613,13.843593,12.091462,16.995943,15.618162,10.052701,13.386584,16.140068,14.760927,10.905782,8.445746,14.323309,12.726538,13.766177,7.739477,14.472097,13.14465,17.843534,11.285037,17.819122,21.575354,17.102179,10.557639,12.588076,16.064148,13.067359,9.539063,11.081869,15.387395,17.999114,8.118823,10.108361
0,9.546222,15.017531,12.996209,13.557368,9.0629,10.193024,18.258431,7.896651,13.273679,13.920966,13.329177,12.373003,15.40789,11.544905,16.39046,12.808306,10.854041,13.218028,13.332615,8.207523,18.179509,15.788156,14.258293,17.090533,16.618676,10.633065,12.490761,14.938289,15.545262,8.130014,7.255545,13.875852,12.323939,13.491445,7.289492,14.737008,13.609112,17.158118,9.971752,17.191017,20.93767,17.246409,10.695326,13.675204,16.956573,14.126497,9.134691,11.108186,15.305944,18.653856,7.322659,10.382864
0,11.916954,13.434048,14.842267,11.006036,10.213159,11.087123,18.769713,9.188333,13.527525,13.706194,12.66905,13.866859,15.798502,11.213556,16.640504,15.541939,10.154001,13.950978,12.471787,8.259261,18.373738,15.886285,13.244769,16.72618,16.600875,11.030124,12.482367,14.510261,15.141878,8.246903,12.715192,14.675907,12.173311,13.291392,8.891628,14.977923,14.263676,16.892643,10.269224,18.54433,20.620922,18.089933,10.316554,13.83883,17.304127,13.520002,9.590388,10.342919,14.772117,17.531868,7.778134,10.061774
0,11.677696,13.990237,12.534499,11.522404,9.8488,11.720393,19.342043,10.494653,12.447462,14.410508,12.903814,13.539955,16.306609,11.438513,16.363458,15.634103,10.20319,14.509684,12.549945,9.161933,18.838039,15.3939,11.967411,16.701507,15.759594,10.232401,11.956571,13.902587,15.609397,10.134594,10.013391,15.109044,13.190977,13.574429,9.92331,15.059438,13.193388,17.845179,10.255658,17.821107,20.278237,18.022635,10.780423,15.532873,17.671228,13.718651,7.778818,11.770769,15.869991,18.687412,7.929108,10.32912
0,10.465019,14.766023,15.908767,11.949141,9.771033,10.181755,19.252054,9.495139,12.124616,14.144588,14.032759,12.827462,15.261353,10.834842,14.672332,12.57169,11.018183,13.066625,12.539172,8.933828,18.136945,15.904214,12.475255,16.954977,16.594237,10.499603,13.861823,15.975988,14.149331,7.824203,8.060092,14.053528,15.888024,12.836901,7.276716,14.294274,12.38524,17.096373,10.183606,15.152642,20.840956,17.894316,9.994128,13.680875,17.29422,12.602799,9.797863,14.235157,14.730936,17.794319,8.076122,10.569214
0,8.696167,13.913316,15.958163,10.364815,8.599848,11.574728,18.423484,9.625326,14.89682,14.566017,13.31394,12.816491,14.573246,11.733988,16.985705,11.492314,10.472271,13.525678,15.016591,9.475776,18.378313,15.198932,14.403296,17.436362,17.072283,11.434034,12.757943,15.293878,15.83608,8.702165,7.146828,14.350206,13.710373,12.721306,7.55746,15.217636,13.300287,16.805932,9.884673,15.931064,20.180825,17.524541,10.818563,13.023794,16.803634,13.423406,9.709629,11.926908,16.236795,18.785206,6.959201,7.822699
0,9.721935,12.758817,14.589458,10.428547,10.212338,11.339398,18.333856,7.661524,13.876184,14.78628,13.076858,13.599091,14.837281,12.00761,16.287265,13.779919,10.54202,13.709461,15.849679,9.515134,18.377452,15.537583,13.931594,17.49666,15.465372,10.127842,14.809934,15.223565,16.119751,9.261176,10.217727,14.455313,13.207471,13.709461,8.109405,15.120416,13.511409,17.630481,9.281904,17.325706,20.175464,16.75944,10.78283,14.626802,17.363241,13.976872,11.374564,11.405118,16.156274,18.480456,8.008543,9.969464
0,10.951424,15.996567,12.880689,12.286864,10.409809,10.989459,19.362492,8.535619,13.774715,13.712943,13.020361,13.015554,15.26727,10.725864,15.641561,15.11706,11.098414,14.034888,13.370769,8.81392,18.767905,14.722666,13.425942,16.662423,16.464342,10.455953,12.114686,15.153958,15.548464,8.976515,10.216566,14.985988,13.27852,13.775527,7.55392,14.861226,12.712349,17.753551,9.531008,18.474289,20.587073,17.274567,10.239361,13.904209,17.022022,13.489518,8.656282,11.436769,15.755467,17.64317,8.331528,11.809167
0,9.779714,13.504839,13.645365,11.994757,9.178876,9.797368,18.945693,10.606949,13.055112,14.34905,13.512133,13.029821,15.207493,11.813363,15.877184,13.886206,10.973346,13.871582,14.253428,9.433405,18.511655,16.259367,13.350795,16.116149,15.419222,9.299409,12.344804,15.896083,15.512467,9.470558,9.348135,14.624569,12.583399,13.521015,8.420805,15.361383,13.257154,17.864024,8.75784,17.790911,20.154852,18.189842,11.207768,13.198939,17.161976,14.02868,9.151683,11.641569,14.595432,18.970086,7.733592,9.915243
0,9.342038,14.466886,15.331996,12.307147,10.473728,11.445897,18.645981,9.551676,13.953441,14.210824,13.007519,13.570035,15.428461,11.515756,16.393614,14.517964,10.903255,13.486543,12.282716,9.774068,18.898332,17.396137,13.494895,16.638211,16.67656,10.779127,11.859741,14.98142,15.61485,9.895511,7.823878,14.523879,13.61246,13.932781,8.428293,15.750221,14.3208,16.501925,8.893957,18.029666,20.537834,18.380202,10.369131,13.979773,16.937526,12.722257,9.541787,11.743335,15.706936,18.529272,8.1445,8.76049
0,9.496796,13.305038,15.50487,10.309465,10.615137,12.735823,19.279631,10.017036,11.995219,14.757647,13.185173,13.478828,15.86648,10.717666,15.883207,14.506303,10.738827,13.798801,13.328534,9.131181,18.194131,15.286745,12.334255,16.580234,16.444595,10.735823,12.955259,14.568041,14.722322,8.321537,10.440709,14.696818,13.565452,12.388105,8.147097,15.20564,12.845099,17.207717,11.099395,18.887938,20.650698,18.294836,9.926399,13.558986,17.329032,13.95324,9.17398,12.160601,15.641385,18.348476,9.206895,9.278833
0,9.076818,12.461858,13.422847,8.650692,9.591612,11.403158,15.729748,8.764798,13.586093,15.558102,11.422847,13.048371,14.907381,10.58386,11.670225,14.994604,9.36069,13.885514,17.644626,9.938983,13.273978,8.644742,14.73387,16.455062,15.220297,10.21673,9.391215,13.207678,15.892121,9.945048,10.293835,13.450499,13.397199,6.340589,8.387657,10.764112,14.850727,16.376931,9.84482,16.934999,21.018407,15.020895,10.987974,9.616143,17.038682,13.856289,8.915704,11.988855,16.227312,19.415092,8.376931,9.653657
0,10.014358,12.628663,14.293955,11.782584,10.580883,11.683577,19.636434,8.387575,13.22443,14.246613,12.389931,12.309475,13.806089,11.697431,17.836201,15.071785,9.992825,13.516589,13.112379,9.792856,17.203435,14.131288,12.465019,17.334653,16.335532,10.514432,11.834523,14.040736,15.600767,8.410958,10.549094,14.35987,11.431398,12.721593,7.770432,15.527294,14.579723,16.209203,9.770432,17.46288,20.394869,19.101953,10.147692,14.406239,17.422347,12.769867,8.914822,10.209005,15.086087,18.048131,9.287534,9.075631
0,10.341323,13.437493,16.090187,10.44311,9.999808,11.863861,18.583479,7.635755,12.303458,13.823473,13.458178,13.360016,15.279277,10.589951,16.780743,15.488169,11.427762,13.657506,16.054447,11.185218,17.71876,16.495189,13.870882,16.550693,15.117068,9.71059,15.446832,15.121547,13.754311,9.642418,7.128795,13.982104,11.403449,13.652047,9.236218,14.835063,12.843944,16.499253,10.927991,18.641399,20.456371,17.83545,11.453567,14.547479,16.597164,15.314061,10.299774,10.810865,13.100036,19.666677,7.863861,9.102454
0,9.508296,13.053925,15.27259,11.222349,8.43497,10.902096,18.609515,10.082833,14.349747,14.204216,13.362796,13.805634,14.807358,11.314865,14.386925,13.022983,11.583304,13.864103,14.750083,9.647964,18.051352,14.391094,13.091271,17.675162,16.667949,10.07419,12.863386,15.045738,15.843294,9.755354,11.411638,14.262708,13.125734,12.87534,8.473038,15.07047,14.380868,17.886088,10.254398,18.355454,20.355568,17.656163,10.443623,13.698748,17.148793,14.464147,9.39587,11.800591,15.467863,18.656615,8.218993,11.956182
0,9.762534,13.380527,15.547192,12.009018,10.913295,11.634509,18.464022,8.764247,12.957467,14.059445,12.577092,14.321818,15.186646,11.321273,15.540135,15.087351,10.579161,13.564678,13.809937,9.283263,18.527741,12.630055,13.839984,15.974798,15.712926,9.853018,12.099801,14.520686,15.554772,9.622287,9.751354,14.132196,12.885832,14.121131,9.165096,14.945725,14.307026,17.602875,9.366786,18.323804,20.044715,16.830195,10.711526,14.549242,17.631239,14.296044,8.589822,11.438516,15.654368,18.460381,7.297523,8.974116
0,9.829432,12.105595,13.325733,9.510973,9.076838,10.634801,18.077317,8.206264,13.319653,14.273128,12.759161,12.837842,15.108179,11.658173,15.95329,13.625903,9.993392,13.781963,16.034199,8.465728,19.31143,14.039851,12.747918,15.965828,16.660371,10.798848,12.039797,14.524826,16.36747,8.283623,12.069295,14.35321,12.503685,13.563368,8.150169,13.984842,13.955878,17.868163,9.818476,18.49502,20.54044,17.385113,10.836855,14.140904,16.800984,13.900223,7.897268,10.512828,15.684382,18.314752,7.885863,7.897268
1,10.479341,13.308968,15.864714,11.116186,8.970223,10.094943,18.487255,8.818652,12.763622,14.123307,14.024364,11.332793,14.588103,11.094943,17.896379,11.643791,11.017089,13.264868,14.977677,9.296034,18.139547,15.969372,13.545104,18.036892,16.050864,9.8528,12.903317,14.517263,15.500406,5.894379,8.511763,14.274643,13.601581,12.688795,8.495643,14.579606,12.129305,17.461449,10.045972,16.134411,20.807655,16.966466,10.721505,12.950893,17.294094,13.913843,11.844338,11.905098,15.407344,19.005622,7.543472,9.750097
1,10.076815,11.710535,15.554035,10.695502,7.985251,10.375351,18.379718,9.416917,12.958277,14.802854,13.275121,11.545769,15.222114,10.835993,16.841262,13.451936,10.512854,13.678064,17.115573,9.089047,17.980272,16.630183,14.433401,16.874645,16.587621,10.357484,12.352137,15.50254,14.416513,7.689266,10.064478,14.350445,11.503238,13.441506,8.058961,15.406094,13.393684,17.520095,9.208474,17.92647,20.752081,16.711456,9.954382,12.950291,16.855666,15.868609,12.206604,10.93569,13.629456,19.449955,7.799239,9.264675
1,10.415339,12.408161,15.354677,11.95739,7.155085,12.38641,18.709019,10.851901,14.170318,13.700049,13.210013,11.570735,16.074855,12.562999,17.641094,11.475051,10.272671,13.468165,12.776181,9.631523,17.69798,15.446781,14.507272,17.133134,14.814227,10.104214,13.297636,14.984669,15.293468,7.874697,9.711007,14.601044,12.043828,13.370248,6.850691,15.259057,12.815933,17.607807,10.499574,17.935927,20.70244,17.228971,10.417792,12.169712,17.366338,14.408213,9.184192,10.260879,15.566619,18.110454,6.574037,10.040914
1,9.057828,13.819237,16.155065,13.283661,10.409411,11.395675,19.430095,11.48003,12.783617,13.590639,14.184881,12.858865,15.383138,11.965402,18.358406,15.134081,10.438863,14.778178,13.753207,14.014802,18.514297,15.484092,14.030769,17.210051,16.958961,11.041835,12.775372,14.560177,15.828025,11.018299,8.966769,14.900334,13.537085,13.022774,8.971134,14.481608,12.746379,17.259934,10.110222,16.903077,19.833164,18.532255,12.787025,11.612023,17.482731,13.57199,11.470426,12.077952,16.048547,19.613561,8.385082,9.747652
1,11.63321,11.675947,13.306477,13.075362,8.420102,10.209107,18.221791,8.961879,13.67797,13.849601,13.273541,12.282212,14.453378,11.350269,18.004924,14.039462,11.088959,13.810577,14.797377,10.005065,18.209304,15.845692,13.55446,16.964316,15.890524,9.855781,12.679385,15.046487,16.102918,9.05449,8.139165,14.324606,13.851933,13.236683,8.36491,14.259357,13.298609,17.66547,10.313782,17.713293,21.127724,17.232766,10.241205,12.919927,16.785299,14.233522,10.23682,12.105889,15.472066,18.871391,7.344676,9.185409
1,10.950242,12.266381,12.787321,11.777405,9.310492,10.622887,17.359652,8.684959,12.343247,13.745163,13.728184,12.406606,16.420863,10.505479,15.979162,12.949439,11.553278,13.48,13.831116,9.865985,17.959689,16.126461,13.444553,16.742111,15.879136,10.00997,12.761031,15.51839,14.813856,9.909554,8.371684,14.10475,12.924742,12.523118,7.495616,14.279852,12.965209,18.164523,10.536808,17.329056,21.02391,16.951545,10.489004,13.32232,16.641362,14.854455,11.539477,11.156265,14.218965,17.983383,7.996045,9.098066
1,11.203261,12.109346,14.971445,12.305561,8.122573,10.298161,18.078917,9.426515,13.149647,13.794873,13.781922,12.103698,15.280926,11.94625,16.594752,10.754635,11.297454,12.664064,14.838095,10.0132,18.0281,15.946532,13.205334,17.265674,15.739171,10.073883,12.688526,15.887562,15.548058,8.037104,8.410918,13.50834,13.320768,12.058533,8.01664,14.998764,13.031802,17.199885,10.045545,17.040433,20.95412,17.126607,9.88171,10.953446,17.450563,13.973824,8.030314,11.57619,14.815628,19.172319,7.313621,8.578518
