"Label","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45"
1,-49.572347025473,13.3362204786351,34.7321910822596,11.334620198763,-43.4137248307532,14.2113038657257,-42.9976162696821,14.5058998650634,-4.54847862270327,54.4455630040974,-19.0333547336961,1.49827052879862,2.70632184075608,-16.3117758446228,20.0112969329498,-11.2916591411427,8.29443095945278,-8.52497643648988,3.95889478085834,-17.0805809972813,3.01331367272887,-11.0883670591773,10.4471552678193,-15.3260445064768,10.2595335378108,-3.67785411473854,0.520994390683611,3.45129334847916,-3.47993790624879,-10.9913724801361,3.73998874376813,3.27520378489463,3.93416616728878,-7.51373008170309,-8.6025446055953,6.08856678954213,2.9411325360643,-5.17226843705646,-1.26986643130492,2.9809474257314,0.0961151207508438,1.44075278137298,0.502285967028598,0.36455135414587,-0.525966799608071
1,-47.0442492483589,42.0733260556282,1.31548814839982,-50.3058562207207,-13.1143183321084,2.32422466258328,-2.0761679933881,8.30573834944174,-8.01624064419875,31.1753915670333,-11.8892825048532,25.3631990839103,-0.612137583817818,-15.6594972745027,8.47955637026435,14.3737826546499,3.36178938075548,18.1125802671711,1.03942707321478,12.5776793840532,9.37418544042249,9.3085240343877,-20.2606595492955,-5.82737148201435,-12.7124278574888,-3.66887879672637,-4.06494154040615,-2.91994246223188,13.3370143101255,3.12589259614637,5.36310482393179,-4.67490915762869,-11.157137050694,6.87399282093325,7.2331959670879,-4.13827298681372,-0.482194507979151,12.689383747327,-6.63242720873394,-12.4493786860436,-6.41154761813608,-3.13800744869157,1.03948551271895,1.12383216878963,-2.8242698440149
1,-37.6720434777444,22.3206409267574,41.2893982429789,-21.643959042268,-24.3555351220487,-12.854332441112,8.79240234705753,14.2925973180092,-18.3290254765118,20.8863551364817,-8.08789112706843,4.51970394181897,-6.79903821784307,-6.0099647172636,0.269735087060288,-1.43243916812502,-5.80065608442053,15.6143676486202,3.3893857805431,18.8235437675224,-5.87556672545336,8.6184798942463,3.85805676525902,8.33038706285502,-1.73629613224178,0.293195549637514,-5.12871302812601,-1.6264971545643,-10.1608259967016,7.74085582579332,-7.08967351803245,-6.15650664194697,-1.63855756545353,4.09685216667371,0.724462405821201,-6.04258102174805,-5.42926399154505,-11.437309102519,14.2800993872879,9.19932268925968,13.7899406165696,-3.45129459227162,3.18719544854912,-2.37629262801988,3.51690992671123
1,32.8162461442654,38.9347156789997,38.944051121027,-63.3851569679062,-27.1053042143408,35.1171002490569,15.2799243905202,17.8623525527946,-9.07810841435882,2.53240556168304,8.68543669541667,5.14840575825938,-21.9842286680446,30.4511778323202,1.54946057421512,15.0694626979651,-22.4356744990052,-32.7603257909782,12.0099895740184,-0.755646273846133,1.24301039261461,-4.13775100252079,8.0294649899359,1.66348747057357,-0.906746012366879,-3.65301084374773,-4.59378625271684,9.84895652077874,-1.84440717174302,4.2811858508594,-3.52648669044955,5.82296912033053,-4.41579843728538,2.57381346461043,7.95175935785009,7.10957055775662,-2.70084266845136,0.875971897172743,-5.41621456104484,0.0993800359753237,-0.579538451914363,3.04574424283275,-0.78921582572427,2.89006161744576,1.28315905837635
0,-31.3300057058198,39.0154752388331,-38.9575098419153,-13.08120451482,-23.8819026367413,0.584113125928233,8.64406471373651,-13.6160991045271,-12.0787169797027,13.1715937778705,11.9435853334665,-9.9833802406161,-12.2247360835677,10.9531891444975,-21.3685036094531,-12.5804582032645,7.48462428186946,-0.177393015891163,2.54736973435284,4.64892576393272,7.43705498960644,28.5474989422323,1.54831299915191,2.04727972812061,16.0516026763629,-4.25901229629418,0.0827739528320598,-12.1047138125493,-19.5996983091285,-5.80133630171553,-2.22224157962124,-1.15694917710026,8.35721748242595,-10.0546565067926,-1.65291952015517,-4.47905938140046,4.84155919140624,5.00300556988033,-8.379389999828,-4.44537507858443,-13.1366493201539,-1.99391673674876,5.4913653587736,-0.552051001591001,0.918925943143143
0,7.53321672225809,31.8264165949319,-22.6891023002656,-10.979655995778,14.5793932278786,-68.908202663911,-20.3966438308716,-18.9450188412813,-5.25518250228207,21.4657760056238,19.3481500965122,-11.7244374181442,-29.9703909203496,20.5471902628607,0.308500312783378,-5.71609038838937,-5.31207869943952,7.06879993671433,18.5599226693938,-4.25822045246349,-16.2510334388508,0.168941518863519,-7.87424625661269,-6.97227505136165,-8.99904123396658,4.55145114906243,10.5686093740779,9.09153017420733,13.0675755985367,-6.60537320915229,4.8082092744057,1.56146475361342,-4.18391646205572,-8.74948059318368,0.672149749605034,-0.544313128379079,-2.04629031955629,1.59498296511448,2.41251396926619,8.67744923746131,-1.22936128929794,3.89740357382971,-3.37228219954494,-5.20230486109535,-0.927055255211102
1,-34.4381498945923,40.5790839066508,-19.8306523305418,-92.6307086265102,27.9330672291452,-11.9650927184291,-13.4134015011063,19.1895472630843,16.0689103616913,-13.30424909149,-22.377439434332,14.0619103605744,28.8371101599875,15.5598598712314,-16.7472936440691,-26.3517800527875,14.858943538019,-4.87165775194472,-14.570920564188,-4.20141720812629,-16.1800674952147,4.97141680507268,10.2212164918385,-5.79769268411586,-0.931798728894732,-7.01861019723309,1.2901702211824,4.32698960643884,5.84890187330064,3.75429518303232,3.69571817811631,3.33733213563004,-2.04430688604713,-6.28524619948753,-0.110365276742399,1.01604879288035,0.430733100560229,-1.15146618583533,2.22542140661674,2.06393375615116,2.32285537017028,-3.31417608123653,-2.65491711937969,3.38614874457957,-0.631324976324959
0,-35.465366227837,10.9203105899581,30.6956646808321,1.89739896918573,-18.6096989070899,-18.1116753240159,0.155017352682563,2.57086869842836,-15.7034690438676,3.10121908998394,6.1300450965985,-3.78565399020365,-1.81592551465966,-0.243751352137867,-10.3545699383114,-13.4228420014542,-7.15371193315097,3.36965653229178,-7.84600550543793,-4.39446211384314,-3.76528778398783,-6.07902972297566,7.57839845615481,2.56133649079226,3.39876428417559,17.8999656424191,1.50057641496627,-3.46464520677713,0.231468875255966,4.99091153601608,-0.959934171785709,2.74121422468814,3.48457687191733,9.09345727103161,4.88530435806271,0.162819709007712,-3.41860197681208,1.29206851486257,-2.30473343047875,-7.22754584978232,3.39128286159409,2.5437482065565,4.07841565434345,-0.486065183249694,6.94223264523479
0,36.0675700051583,30.5512211226493,-12.7684806004975,-21.5266328650876,-2.56075826589738,-42.6191496763303,-1.61283886585366,-25.8383660718096,-0.733757426899045,2.0484806174205,-30.372644869971,-18.3054130117907,-13.3148141313688,-10.2210591538539,-3.4380299329311,6.54593809612738,-6.98780510146124,-7.1621205314152,-5.5146095619494,-13.0233439972227,4.33136974579796,-8.73024670122744,-8.94770550937389,2.23236815400589,-2.36047006076313,-3.1842126957591,-3.8771699006299,-5.61528166207217,-6.80564155274427,8.37023626552091,-7.78201275815796,14.4513732821505,6.35133282319079,12.6252745331032,-9.12655757582057,-4.49698037430803,12.6976166577247,3.61477823964469,-0.751808191433138,-2.92624690109636,7.07560041085203,-7.68042619410149,-13.7882520131818,5.89330760709382,1.37887600354845
0,-36.5664298828237,14.503421528522,2.76315406452547,-21.8582756571008,-3.0614781075717,-14.1018572861177,3.43757888871004,-3.16703137376668,3.86149093992991,2.0453704225903,2.76006696816878,-0.414316947635284,6.61475514410126,-2.40613410309457,-7.34158404709487,-4.81931573586946,-1.35563888242794,-6.40756633277538,-0.655036868726874,8.38975442224852,1.40243238245351,-9.67391995041617,-7.20275622261274,6.76752996354344,9.55247723644882,13.5037352940168,-1.30387197911117,-11.9506395218366,0.877841540721091,-3.27067551424976,5.50258949419609,-4.14915990956623,6.81484286110709,10.044398438255,10.0162172950677,11.2242907627656,1.8026532856823,-6.5874758104174,1.00665355930918,-3.60546098872951,-5.36624233994303,-4.20649010898932,-4.27200554642157,-3.10910503654543,-0.17895214767629
