"Label","mz 59.01287386 //RT 71.42227731","mz 73.02849529 //RT 0.00599967","mz 93.03373494 //RT 237.7226903","mz 99.00795993 //RT 293.162389","mz 100.0031536 //RT 247.7813984","mz 117.0552304 //RT 90.5310804","mz 118.0586918 //RT 72.32408512","mz 120.0453103 //RT 209.387502","mz 122.0248884 //RT 22.88221777","mz 125.0967611 //RT 266.6393549","mz 130.0659344 //RT 255.2208808","mz 131.0697087 //RT 55.08024311","mz 131.0710157 //RT 151.8947143","mz 141.0917095 //RT 286.8086252","mz 142.0657154 //RT 247.8825273","mz 152.0428684 //RT 225.1072904","mz 153.0188573 //RT 159.2787529","mz 174.0556436 //RT 255.4197604","mz 178.0506869 //RT 46.75697413","mz 187.0972355 //RT 66.65890112","mz 190.0510309 //RT 73.88959713","mz 191.0190272 //RT 27.95505778","mz 192.0227173 //RT 23.53824173","mz 206.0479066 //RT 97.50586957","mz 206.0458584 //RT 207.6729159","mz 208.0646181 //RT 94.75749426","mz 209.0792391 //RT 266.6850542","mz 210.0804896 //RT 266.4169753","mz 215.1283928 //RT 19.04282835","mz 216.0875212 //RT 64.7802733","mz 219.027369 //RT 226.1705257","mz 222.1132032 //RT 326.6518114","mz 223.0616652 //RT 50.61336354","mz 225.1126774 //RT 319.7106863","mz 227.1284347 //RT 360.5070576","mz 229.0537497 //RT 319.1535666","mz 229.1439476 //RT 335.2732307","mz 230.0566323 //RT 319.4638675","mz 231.033041 //RT 303.4775614","mz 232.0370222 //RT 302.956958","mz 234.1132916 //RT 300.2999706","mz 236.0922707 //RT 230.1987384","mz 237.1240578 //RT 257.9099072","mz 239.0916448 //RT 302.1258351","mz 239.091892 //RT 336.8878266","mz 239.99519 //RT 103.8639763","mz 241.1076748 //RT 212.6572024","mz 243.0773345 //RT 247.723442","mz 244.0804605 //RT 247.7182844","mz 245.0487473 //RT 240.1849505","mz 245.0927751 //RT 245.0846723","mz 246.0521938 //RT 240.0325276","mz 246.0955269 //RT 245.0999688","mz 247.0480515 //RT 82.09026545","mz 248.0958022 //RT 240.6692675","mz 249.098146 //RT 240.6458873","mz 253.1191851 //RT 114.9111053","mz 276.0007389 //RT 140.8707702","mz 279.1275229 //RT 328.0227537","mz 293.1161117 //RT 149.6636498","mz 303.0178574 //RT 150.6830591","mz 304.0207077 //RT 150.6612564","mz 308.0984878 //RT 18.92752141","mz 310.102618 //RT 65.41692807","mz 310.9692754 //RT 6.663987882","mz 311.070589 //RT 145.0482519","mz 311.9722409 //RT 7.177236383","mz 320.1078038 //RT 140.2623736","mz 326.9424254 //RT 25.48383577","mz 352.0856921 //RT 313.2502606","mz 353.0897307 //RT 313.0080811","mz 368.9722179 //RT 6.413331425","mz 378.1016025 //RT 336.1376535","mz 380.1137514 //RT 333.5800212","mz 391.0273783 //RT 121.3899302","mz 405.0277483 //RT 27.75357078","mz 406.0326611 //RT 28.0647121","mz 413.0429781 //RT 144.2454436","mz 421.0002752 //RT 27.82324105","mz 430.91982 //RT 24.97892162","mz 435.9577544 //RT 28.18022409","mz 441.1613664 //RT 307.9507622","mz 575.1195077 //RT 146.0944394","mz 613.3595637 //RT 337.9140933","mz 627.3761655 //RT 345.5595674","MZ 139.0080106 // RT 266.163112","MZ 152.0623154 // RT 92.08466258","MZ 155.0134266 // RT 247.4243894","MZ 160.1339746 // RT 11.59533148","MZ 176.1056353 // RT 24.45721495","MZ 193.098677 // RT 26.13727811","MZ 201.0551545 // RT 307.8090355","MZ 204.1250884 // RT 32.18089594","MZ 204.1345526 // RT 48.36620651","MZ 211.06049 // RT 261.5162407","MZ 211.0714984 // RT 89.67769158","MZ 211.0948965 // RT 264.4617553","MZ 212.033164 // RT 141.8011052","MZ 215.0172169 // RT 32.24189695","MZ 215.1699905 // RT 32.13363533","MZ 215.385388 // RT 33.51105013","MZ 216.0207763 // RT 32.54068371","MZ 219.1746802 // RT 13.77330432","MZ 227.0593737 // RT 265.090873","MZ 230.9897971 // RT 32.21604228","MZ 230.9942814 // RT 89.5136752","MZ 236.9996167 // RT 33.1702461","MZ 237.0180091 // RT 57.44198376","MZ 238.003293 // RT 33.23679884","MZ 242.0470363 // RT 65.85015765","MZ 242.2633643 // RT 106.4459779","MZ 243.1004849 // RT 3.745031639","MZ 244.1552798 // RT 56.83217341","MZ 247.0970455 // RT 23.66165344","MZ 247.1325996 // RT 241.3775945","MZ 247.1384435 // RT 26.80803383","MZ 251.1374383 // RT 66.39697838","MZ 252.9745196 // RT 32.25163064","MZ 252.9764797 // RT 91.85903111","MZ 253.1093357 // RT 339.0808336","MZ 253.1446207 // RT 291.876058","MZ 261.1217491 // RT 259.733852","MZ 264.1215224 // RT 23.30921876","MZ 267.0752208 // RT 47.5987377","MZ 268.0786356 // RT 247.286278","MZ 268.971221 // RT 39.4986666","MZ 269.0906438 // RT 246.6105621","MZ 269.1280232 // RT 25.77123022","MZ 273.9766249 // RT 3.580064633","MZ 274.0931388 // RT 132.7231618","MZ 275.1110199 // RT 76.8900988","MZ 277.1417306 // RT 324.896284","MZ 281.118992 // RT 286.8747521","MZ 284.1869613 // RT 241.953849","MZ 286.0941817 // RT 24.87727498","MZ 286.1439715 // RT 6.463579088","MZ 286.201986 // RT 284.740301","MZ 287.2051064 // RT 284.9011055","MZ 287.9919291 // RT 117.5061824","MZ 289.0575398 // RT 47.34458071","MZ 292.1031298 // RT 33.20948049","MZ 292.1586582 // RT 193.7893427","MZ 292.9720498 // RT 112.3408676","MZ 294.1695373 // RT 22.51003296","MZ 298.1858108 // RT 335.4980608","MZ 300.8461238 // RT 28.21429718","MZ 310.2017751 // RT 301.5268685","MZ 311.996924 // RT 141.4667774","MZ 313.0857312 // RT 146.5674858","MZ 314.2333368 // RT 24.94394447","MZ 319.1658447 // RT 206.4334287","MZ 320.0974838 // RT 89.10383275","MZ 326.1979809 // RT 265.0908809","MZ 332.0963401 // RT 23.39433456","MZ 335.0677266 // RT 146.150292","MZ 340.1192551 // RT 319.580832","MZ 354.103273 // RT 310.0341178","MZ 362.0851112 // RT 139.0204419","MZ 365.0463959 // RT 63.61843229","MZ 365.1749732 // RT 57.50138287","MZ 367.1509493 // RT 88.75312975","MZ 369.1565491 // RT 89.08054371","MZ 370.0525988 // RT 21.63438275","MZ 370.2620353 // RT 306.6197854","MZ 372.9232556 // RT 27.98128537","MZ 375.1153219 // RT 2.261121688","MZ 376.0842185 // RT 309.9276143","MZ 380.1177542 // RT 332.9323936","MZ 381.0993332 // RT 303.4481684","MZ 389.121976 // RT 313.9559327","MZ 396.1502435 // RT 96.88806362","MZ 398.0670488 // RT 309.3474288","MZ 407.0344674 // RT 3.72067325","MZ 409.0248978 // RT 34.83171973","MZ 411.1649188 // RT 0.336878992","MZ 412.1682325 // RT 303.8321051","MZ 415.9645978 // RT 34.51465053","MZ 417.3378443 // RT 335.7191899","MZ 422.2140079 // RT 131.2977363","MZ 423.0084949 // RT 33.91615407","MZ 424.0127573 // RT 34.37186156","MZ 429.0226755 // RT 33.89550352","MZ 435.1999616 // RT 313.5644411","MZ 437.9729528 // RT 34.02426469","MZ 438.9799872 // RT 34.38718636","MZ 444.991422 // RT 33.78759494","MZ 447.10803 // RT 68.33300748","MZ 451.0076189 // RT 33.65433463","MZ 453.1174655 // RT 6.51171488","MZ 454.1827643 // RT 84.47234231","MZ 486.2571336 // RT 125.0351305","MZ 497.1443441 // RT 286.9818977","MZ 520.9790465 // RT 34.15643017","MZ 542.9586941 // RT 34.39494134","MZ 561.3432022 // RT 328.9471712","MZ 584.2670695 // RT 131.4255402","MZ 595.3515218 // RT 301.1663045","MZ 597.3652419 // RT 330.2975575","MZ 615.0353192 // RT 34.28684079","MZ 631.3465895 // RT 343.0206379","MZ 638.3608799 // RT 328.1278024","MZ 656.2017529 // RT 3.99017038"
1,43.40896,169.7696,31.49847,164.7382,5323.926,3425.756,193.9107,85.74956,776.9331,388.5266,184.0703,22.60892,254.9206,496.4502,1174.816,25.42088,1291.72,99.13919,63531.31,6913.232,2877.15,45354.44,5274.249,79.17358,70.23455,139.1107,1610.445,146.0956,599.4315,33.31239,87.07011,3269.057,118.6978,726.8961,100.4344,75.00903,306.6649,14.8017,250.8219,24.58377,190.323,210.3629,1319.198,590.9056,332.4341,7.965406,340.8962,10611.66,1670.937,2924.266,4297.368,502.4067,703.5092,209.4225,931.6534,136.478,963.7722,84413.52,226.6308,264.6886,144.444,15.4862,269.5431,20.63545,1828.924,23303.23,127.3562,165.8485,180.3057,15125.09,3167.643,194.4818,1290.895,323.7111,2704.22,1554.299,195.1208,43.04943,264.3012,287.0557,92.17967,424.2429,46.03348,831.5463,187.4476,170.4717,24861.07,809.1597,431.9819,854.2197,11.04803,1174.396,4597.502,1907.602,1576.066,3998.05,1370.712,123.1496,29504.34,737.7338,597.5449,1640.896,162.6693,762.2553,1443.368,60.41005,3809.674,15.24833,198.6485,270.6215,336.6699,344.8814,36.78642,621.7107,1581.085,647.4889,115.8386,1843.15,35.5091,260.0669,558.0275,883.5935,123.785,7603.193,1325.599,308.9167,3500.379,1275.634,60.92821,262.6618,44.63541,414.61,108.0378,2280.135,1346.762,1258.129,39123.01,7534.971,163.0951,614.2844,72.15927,159.6795,201.0863,257.9701,83.10764,68.69339,41169.71,199.9971,44418.48,12515.72,279.6244,69.83072,109.5109,267.6728,57742.82,396.5936,2292.688,409.3054,6.024053,81.92681,7070.578,318.0995,89.38204,67.84971,295.1011,47.06219,893.0544,245.3364,136.8478,383.6801,413.0461,258.5254,418.553,122.8277,1816.405,307.742,126.466,158.7642,223.4472,1095.04,168.1965,178.1783,311.8176,129.9816,139.726,191.321,3725.137,238.2149,288.7204,145.7642,251.0763,43.34819,203.3039,115.4848,224.8003,160.8039,307.6455,296.3736,321.105,356.9411,380.14,79.80295
1,217.3346,475.7537,42.48217,197.6637,1289.544,3939.582,146.3619,61.84428,410.6374,190.8345,94.96289,8.65666,148.479,349.0945,341.1603,42.75091,3778.749,97.07709,301071.2,5141.153,394.882,73352.17,8163.088,424.4152,241.1792,1068.274,683.8174,55.80987,161.7105,938.5283,89.11708,1379.434,1005.132,521.9221,109.1466,385.4502,71.85599,24.41018,373.0527,58.78144,128.1497,550.8846,765.8336,127.6957,60.82002,249.1678,381.0732,4129.214,449.4259,753.7332,942.836,133.8212,139.1105,201.2562,1321.218,200.4965,901.91,136.6812,295.0434,520.4284,4857.166,640.771,689.4714,36.80633,654.0983,169.2701,110.2398,594.509,145.0977,19228.55,4140.932,723.3314,3496.533,447.0471,14.06563,645.0349,118.0698,11.33083,148.5209,156.6619,96.79345,805.6197,129.5318,3426.278,3799.875,117.0103,2477.172,351.2886,627.0559,776.3963,28027.21,921.9408,1399.425,870.1487,1520.957,5842.552,1153.518,290.7628,21662.94,969.2661,580.3015,1771.443,2046.746,381.4974,1404.386,166.7377,1212.454,260.9704,66.79947,72.47556,65.54329,360.6511,96.28303,921.1668,161.8342,978.1477,412.0455,580.3243,1191.89,162.8348,597.2018,765.0085,257.8728,2990.852,498.8638,1213.523,938.5651,1956.678,75.52798,332.7485,5110.282,430.6756,274.444,66.02818,1015.443,3727.58,3581.541,798.8079,19.09489,491.5864,223.0642,831.4837,304.1976,147.1768,372.024,33.21546,6125.851,50.69795,66.27544,10145.92,336.1335,2954.676,109.595,455.3704,72.61835,297.1426,2569.333,1365.488,205.7891,361.9781,16690.69,900.0972,372.325,40.40879,108.4092,440.0194,694.3521,995.5702,158.4688,700.7222,634.2477,214.0183,238.2408,112.7827,3185.225,458.5679,50.93561,1915.95,344.2338,681.925,153.1765,133.4053,5317.567,108.6679,91.50917,134.0236,64.25212,59.17158,290.1863,647.741,802.9174,29.7973,243.3639,74.26999,1114.828,265.8347,126.3766,1077.604,159.0507,1250.719,1443.342,105.1804
0,332.7966,468.7163,80.32944,195.1915,1298.408,5217.684,419.0484,250.4943,744.2539,511.7101,412.4543,66.92467,430.4102,957.9784,365.8588,107.9592,2660.874,149.6485,55634.05,10371.13,101.7911,26467.35,6157.98,279.0438,81.90902,333.1788,2989.965,410.9962,581.1098,589.2435,225.4759,3723.255,250.2289,653.8683,301.9104,272.5819,210.2117,50.98432,212.6416,60.11014,421.7271,459.3149,2183.169,310.5269,215.5342,1057.464,246.3562,3154.405,574.5081,812.9977,972.2712,164.3088,163.6741,387.3079,1215.359,216.7038,980.1819,91.70783,736.0048,272.3877,517.0239,109.0719,576.1207,193.8885,1866.07,43.88187,292.8174,212.1626,253.0124,13544.85,2712.36,209.9936,1195.137,284.9799,81.77848,244.8779,75.14609,249.615,104.1043,907.4325,34.95846,398.8355,57.13283,849.8418,523.9456,384.2761,912.8447,624.7424,350.9337,2245.931,247.7799,835.1139,10346.56,995.4006,2323.155,2132.021,2180.235,486.5922,14523.16,783.4142,496.0184,1293.51,978.1917,1047.707,1143.158,160.6553,3582.114,2624.965,274.6373,190.8702,1788.08,371.5533,199.3515,556.4884,450.5164,590.7446,3058.934,1651.862,1866.196,361.3354,628.833,2020.813,189.5791,2885.449,543.3029,1101.01,749.2883,1711.123,1100.595,274.6643,605.9834,1165.95,407.4337,2025.402,1321.931,1403.703,56920.65,10550.55,328.2379,677.2841,93.13575,1658.635,534.574,207.9938,226.1543,1451.477,47968.41,1401.099,90.39133,22646.41,1546.126,2317.103,164.4771,310.7907,55.47442,278.5508,2467.226,777.3563,634.1645,359.4006,6173.84,262.7921,75.35113,118.7002,536.7791,196.5847,1326.466,311.6674,965.59,779.9864,299.1979,553.9252,140.016,147.2782,2464.41,483.2057,63.91393,494.0254,222.0451,272.4812,103.2955,110.7177,2400.417,128.297,99.96023,157.2349,68.08022,157.1668,884.1436,206.6651,174.0225,1061.75,118.9131,101.4894,238.2698,89.72307,1823.758,282.7621,46.75588,306.5482,318.7208,149.8246
0,591.3647,931.8416,1594.272,381.7543,416.6529,10956.45,571.8064,160.4873,1402.774,229.9298,259.3256,41.16966,362.5285,375.6592,216.226,357.3856,7642.858,119.0264,242623.1,5810.669,48.43078,164919.5,17108.01,319.1678,195.8976,1005.793,1407.17,131.0994,1168.172,1046.372,448.6791,2711.322,276.0465,1559.898,238.4913,41810.97,504.5959,5376.925,1219.372,120.3191,166.4282,573.8434,2274.509,1017.179,795.3182,1561.734,473.0131,788.0404,222.667,886.9509,491.3667,199.9877,97.56659,751.3072,2429.228,366.1906,2280.073,3173.789,426.2344,561.4923,452.8934,61.66588,524.3756,135.5332,6004.181,886.415,676.6598,606.7036,660.5127,40612.45,7658.13,1117.311,5879.49,1691.898,134.5161,5590.828,863.689,290.2835,708.3028,980.7534,374.8979,651.7428,293.883,1282.23,607.9158,179.4737,2126.946,339.1835,1263.669,2620.892,105.6736,677.4564,1937.56,2463.268,1946.858,1040.424,1486.645,1124.295,91269.4,3132.835,1751.579,7817.336,978.712,664.7208,4203.633,401.3388,12089.73,1528.636,852.8524,1185.457,210.6256,260.5205,326.4522,836.7893,464.1854,743.8096,10429.54,6118.896,1181.98,928.9633,1160.495,1837.167,162.3953,904.1823,185.2658,771.2316,447.701,4539.622,1152.876,838.3966,356.1778,849.0754,400.2473,2009.668,289.1972,306.8522,22336.75,4324.935,84.1295,234.1439,315.3901,808.1213,1432.812,2261.621,165.6306,478.8988,46327.18,931.522,1437.663,24883.36,445.887,5127.8,303.3532,429.8732,2072.045,212.4147,6944.39,1364.03,332.2581,910.1415,22979.97,900.5185,137.4321,80.75978,1114.684,362.4529,2666.613,1262.279,354.2486,1287.72,165.4207,913.8162,1594.727,466.3318,1360.445,260.2369,337.4904,282.5906,512.3829,3337.077,456.8737,831.6865,1862.854,446.6197,385.7014,675.5414,213.3198,1183.615,334.1659,514.6501,747.5527,80.47642,905.3824,444.8143,404.6409,483.5266,70.23162,826.315,1199.574,682.6107,657.0551,257.0362
1,764.0068,477.9611,31.45426,124.8679,2368.499,4895.361,949.0337,182.4687,359.8021,242.7101,326.3083,43.25165,218.7808,302.2086,498.3932,60.65808,1999.235,205.5356,191662.9,4195.894,34.25913,61781.47,5717.257,165.9867,146.0157,254.9366,1073.763,157.3883,336.8426,568.8721,110.0775,871.275,599.1236,508.9773,569.8155,795.4984,316.0176,104.4958,196.4134,43.7824,295.8312,374.084,1040.71,286.7424,1309.28,221.2069,214.3561,5448.947,843.9106,627.146,1171.792,162.664,200.268,289.9811,279.8612,64.89159,239.4548,41.01418,374.2029,629.7386,1946.743,271.2868,152.7348,46.00835,2421.174,31.78391,326.0494,161.0153,264.5544,7386.568,1504.551,11221.29,886.7041,301.8241,24.93315,1975.057,304.7405,308.1569,216.834,832.7897,126.9608,729.5492,235.9193,1260.473,288.8563,120.2355,522.2835,689.1782,410.1091,1225.616,36.81465,338.1438,1146.496,380.6651,972.6385,1554.944,803.6809,399.4213,31164.69,1502.761,1056.062,2759.231,296.1607,415.2244,1056.716,116.6315,6522.161,2303.166,595.3079,287.2298,151.2983,103.1897,74.33825,486.0927,570.9176,499.1562,3034.021,1654.304,461.4529,331.7149,687.1087,736.7054,29.61401,4079.279,687.9443,250.2688,851.0805,1346.357,1134.31,486.1587,1128.994,532.8363,239.586,690.5067,102.564,101.8539,18015.97,3376.415,40.28571,589.8343,506.0046,375.4907,1252.216,152.2026,54.61786,364.538,21633.99,552.8873,30.43723,10747,287.1115,1257.131,225.1891,198.25,196.6377,123.804,922.4866,496.2197,54.74249,193.4407,7492.956,220.2577,67.69721,201.9062,506.786,306.2533,307.9184,143.7857,571.8635,1939.489,218.3553,340.083,407.1647,179.4532,976.3677,181.1278,151.9724,198.7435,263.6214,1154.039,201.1879,290.1527,436.5398,137.1622,117.9153,392.6595,20.928,662.3617,184.0959,123.2985,167.9927,466.3255,153.2048,179.159,256.749,236.5946,71.92782,355.3565,299.2475,302.6732,446.4363,50.92066
1,1045.265,408.4265,669.308,117.9156,150.9756,5043.426,970.0896,142.2896,734.4055,382.3653,161.4964,26.98091,626.7855,497.7385,279.9274,82.54588,4517.547,84.21889,254264.4,9416.204,140.6267,95527.11,9535.555,92.83502,66.76068,282.3213,945.274,93.75464,776.3728,145.773,83.95479,2994.199,406.1721,1793.717,394.1212,562.5576,443.5042,43.91427,1337.587,200.9794,197.3556,685.9726,536.995,272.5612,343.1102,240.8672,518.372,3325.623,493.4124,577.8213,971.79,74.27383,125.7575,134.9384,1244.575,196.9944,91.29842,1914.871,260.9804,619.7187,828.7881,81.98477,518.6656,28.34099,853.5449,845.68,80.01932,323.3525,236.886,3354.188,784.1355,1813.044,1137.138,465.4264,95.80675,2221.815,351.5105,75.47265,363.4411,175.5199,198.5332,1125.046,157.4593,3467.358,1323.661,120.5362,1633.548,584.0976,1248.978,1209.421,7072.773,312.5045,2545.085,2228.465,1959.948,814.1233,1559.691,442.529,32246.37,906.1589,689.1741,2191.729,531.5585,397.5902,1557.406,68.76509,3254.127,422.9618,154.1794,109.8567,199.2814,156.4318,106.8946,488.7403,751.0885,741.6603,201.1722,1754.18,87.69385,580.6572,1003.007,425.7428,372.7847,2946.46,450.1049,92.74197,939.2728,1815.963,221.68,1124.681,292.6843,616.2549,1070.539,2845.543,324.6468,347.5733,51562.58,9349.046,173.3529,203.3204,340.9886,1103.892,194.4928,391.2808,242.1333,32.4709,81819.59,215.3504,1137.844,41682.18,226.7982,1831.431,227.704,355.0058,2286.521,204.6343,404.0988,2471.452,90.67609,504.2404,18021.24,653.1661,126.3532,430.9857,199.958,292.1597,126.2826,208.411,186.3772,460.466,379.4136,53.07901,926.9586,156.8191,9007.608,1499.2,112.4755,790.6913,901.9993,2131.701,289.4688,281.2012,763.6542,193.366,150.1631,296.1906,242.7216,197.7448,99.48539,564.6665,1136.676,2282.731,460.1489,128.4954,1150.562,685.3513,788.2104,1375.415,802.6582,762.5718,1552.973,123.8069
1,53.28766,42.22703,152.9744,1722.559,1546.454,924.944,32.94854,170.5563,1729.247,698.3375,252.5332,45.18088,166.2826,162.7276,389.6969,135.4075,1724.736,110.7933,154932.4,12752.39,18.85706,19711.8,5868.091,32.20009,70.13349,17.29849,3031.878,394.4166,862.4441,58.07246,172.0896,5831.234,293.9499,2679.846,348.1181,1417.541,224.0058,200.9908,253.3636,122.3579,459.7303,412.2795,3137.878,380.8646,506.4617,52.03364,644.8029,4198.289,645.3409,4745.645,1663.622,399.0792,320.5841,829.7857,6429.897,744.855,985.7879,562.6259,1004.201,258.6355,748.4417,143.9392,988.848,4.148033,78.6852,273.0165,21.01466,558.2132,41.35853,95180.95,17440.59,109.679,3055.113,1385.388,51.99566,22.78337,24.06511,214.1091,13.53663,52.2263,3.008139,406.8073,211.7698,1237.668,647.5853,345.968,798.0548,673.7485,768.1785,2197.065,4987.177,18228.27,1178.794,1033.831,148.4741,561.3346,2796.638,902.7259,2022.142,67.7952,83.17104,261.2747,2394.25,1436.528,356.0125,54.33033,82.1176,38.76378,43.33407,884.369,70.5156,530.081,65.52885,863.647,1776.983,907.4075,334.3991,214.9592,20.07863,1095.53,1264.828,2300.608,324.3589,3547.643,565.0133,109.2565,1163.914,904.7962,65.32749,354.9031,268.193,393.883,700.5484,446.262,334.5244,359.0145,8499.378,1629.578,54.31984,582.1534,122.4304,338.3022,155.593,3894.586,191.0942,67.70329,34028.42,744.4717,378.7334,8132.012,61.63574,37.13301,136.7646,540.6137,503.1001,886.9432,17975.73,2233.197,102.4676,285.8818,2234.038,101.2556,254.5954,56.18265,111.9531,334.0655,7670.795,721.2463,1463.381,1555.587,259.0596,2456.994,11.72388,13.77055,6933.154,1282.411,31.31022,423.2598,173.7641,43.05298,46.96532,29.3097,7420.594,29.3097,7.858412,3.90796,31.26868,23.44776,81.97091,19.87678,209.6758,2344.292,15.22414,17.612,515.1125,183.1638,8437.434,398.4032,31.43365,592.3668,593.5661,151.6311
0,121.5979,168.178,4930.237,245.4814,4409.353,2002.841,76.45834,210.5113,202.7135,586.1615,353.2043,49.86051,445.2846,828.6112,1031.424,133.4082,1659.254,234.6697,74379.47,10242.94,96.05026,63201.49,6459.557,21.02704,67.36541,246.8895,1514.242,222.4828,628.8809,131.7816,58.97367,2307.093,220.3309,2038.595,4106.418,1230.393,459.133,137.3625,1078.655,134.6894,239.209,865.7215,6630.397,829.887,393.3354,22.08295,249.4272,11020.66,1869.507,119.3883,1116.463,130.539,186.2606,350.7436,854.9465,121.8273,289.2566,8024.67,98.93161,284.5913,1333.312,166.6447,131.6573,12.37091,1407.92,18985.39,101.8715,99.07663,279.7829,14413.64,3054.376,3.346996,1764.092,215.4812,2099.582,1615.961,264.5805,108.0871,240.1389,441.4681,128.7171,245.7815,79.95728,866.8154,357.6394,141.9443,6165.199,934.1405,1050.464,1515.769,30.20747,441.4419,3583.036,1432.887,1978.496,1575.032,1918.801,142.9235,10726.76,597.2603,635.9562,892.8827,1324.445,431.6701,472.9878,52.9556,1447.621,185.3112,55.53048,93.98026,100.0223,105.2274,91.59582,330.716,1143.55,336.614,62.92922,902.9434,64.94215,224.2362,743.7503,4838.639,29.65874,8048.529,1400.333,73.24587,986.5765,1184.015,99.9171,48.8125,120.0755,515.8113,119.9498,3118.136,211.3098,235.7414,57516.07,11191.7,10.86429,443.8406,18.32497,3018.894,111.0154,539.0197,69.00523,83.72147,40008.67,77.35323,37727.57,24389.51,876.514,171.6001,144.3841,135.3055,29384.55,139.6789,1969.617,233.1872,51.973,285.8833,9198.131,268.8804,41.33797,36.87991,281.2206,169.2513,580.3074,268.824,171.7781,458.6589,362.7772,149.0518,172.1966,42.06122,1459.77,216.0322,35.63824,189.9822,34.74405,271.3868,54.51095,46.72216,804.7711,60.52162,38.25088,45.96745,4943.212,33.78623,91.49205,95.98705,232.2963,90.14837,55.29546,12.73614,204.5919,25.31819,169.8521,234.4602,50.26233,252.415,279.9137,3670.342
0,216.0671,336.7634,150.149,173.6074,2486.817,3311.408,155.3264,160.4007,402.4255,689.8969,600.3632,67.47671,252.0604,676.5681,584.61,51.75704,4981.538,345.6187,887303.4,12012.17,539.2985,188800.1,16268.41,83.11926,56.00515,167.2803,3168.13,413.9475,660.3029,1425.28,140.4981,1385.585,162.6602,1082.314,262.6545,564.6748,1231.448,104.6502,3866.542,484.6152,319.9422,331.6831,532.8852,541.1613,554.2898,238.4292,321.9681,6459.106,1134.613,1283.985,2121.167,362.3826,311.9392,239.2204,468.7411,89.16886,359.7986,115.9523,89.68634,309.03,501.1986,65.77642,414.6884,108.6664,3014.679,77.80829,308.8496,99.59866,239.1952,2424.873,453.6797,275.243,315.2217,59.64466,53.60598,5538.709,852.3282,280.3057,588.9371,319.1451,692.8707,87.52193,718.7652,259.8321,143.4802,111.8584,980.6813,1279.147,438.7197,1819.808,113.0405,234.2393,33246.04,2095.865,2546.092,8754.477,2414.769,347.2251,64165.41,2118.706,1127.475,7063.986,253.2568,1029.885,1901.16,71.06029,8222.062,1447.03,542.6578,437.8459,476.238,382.3488,365.8883,498.7296,1146.843,560.3288,5086.617,1090.051,235.1261,332.4194,1272.654,476.7757,90.76629,5069.459,910.5117,237.9245,1440.203,4460.904,3292.683,245.8867,564.4918,460.7732,4362.125,1971.3,304.6945,331.8797,41425.45,6998.122,550.7756,663.2496,123.3133,2763.063,280.8389,237.1473,96.39537,161.5126,27913.6,264.299,66.47958,16414.81,1359.787,2815.459,121.8257,214.367,40.93902,140.5425,400.2552,828.383,153.4559,693.034,6502.006,246.3135,96.08709,102.2331,418.7425,145.1862,202.0949,84.30281,655.5781,446.0245,447.1218,112.2834,1289.801,499.4773,1042.191,203.6731,296.6915,189.1356,137.2889,3890.512,549.8486,718.845,338.018,723.0899,543.9354,354.195,96.33297,633.5167,612.2488,210.7637,160.2922,11392.88,1589.379,451.3421,85.08,116.841,1224.39,108.6681,1226.674,215.964,181.7791,65.50183
1,270.5221,413.265,34.25704,169.9848,1554.884,5714.945,251.6158,60.76502,785.9729,461.4307,130.0806,27.94871,250.276,1319.303,324.432,32.71995,652.4265,78.68599,361334.4,9245.983,154.3546,160257.4,12856.67,386.0583,43.90952,303.7724,1073.539,175.624,273.4486,753.8281,62.167,1478.18,868.7891,445.5861,197.109,704.4376,177.6149,99.03139,133.6763,26.86145,104.6739,1066.354,890.4097,286.5791,341.5043,80.60423,243.357,3655.989,603.7721,224.3155,678.9486,82.5334,99.08425,203.9425,1032.576,126.3628,604.181,139.4824,111.1369,241.472,6345.886,852.2151,261.7477,47.59117,723.6111,172.4205,62.20364,129.1448,82.74561,37772.79,7856.116,420.0486,3667.942,526.0475,13.30209,563.3697,77.58475,79.93775,96.06275,75.64335,59.25551,1310.901,130.6101,619.3218,380.8214,96.59571,756.523,286.8765,401.4954,832.1382,5.240698,880.9043,97453.36,2563.455,1610.634,3929.378,1462.13,235.1218,17005.4,319.8222,353.9305,1505.197,421.6713,677.6106,1430.551,100.2256,1331.767,371.9247,51.84981,110.9827,405.465,143.4933,83.98658,590.9108,1922.797,491.4642,613.7688,695.707,821.5376,273.7234,709.4032,612.3333,89.00992,2877.418,451.7789,615.1809,700.7902,2624.553,223.6727,170.4268,1604.787,549.7462,336.3022,7684.642,246.7541,257.7847,157684.8,29780.87,72.42923,168.155,415.3553,655.7302,354.2153,100.5561,256.5063,42.41719,117017.6,109.7929,24.79853,53249.56,2789.124,1361.498,301.0143,132.7684,76.95653,170.8134,6561.364,633.849,257.7734,417.8812,13631.6,513.7061,36.5372,105.5074,132.4209,96.64296,1690.25,1118.493,193.245,1022.165,831.9536,268.0861,324.3298,107.0236,2012.307,386.1775,49.98081,170.0226,52.78468,616.5744,111.6306,101.6912,1100.372,103.5286,82.65716,100.3254,43.1039,80.47849,1191.106,271.2409,26.27546,17.30388,216.2458,59.78942,169.9724,35.81001,33.90092,183.2391,208.5657,359.6861,256.6914,75.30906
