"Label","F1","F5","F3","F4","F2","F6","F7","F9","F11","F13","F8","F12","F10","F14","F15","F16","F17"
0,1.00592274342665,0.407389017476804,-0.177246305940609,0.877944397452799,-0.322982815686945,0.194355361768647,0.317937072186048,0.194216064428299,-1.99890889016518,-0.864116700551308,-0.262425993271025,0.206013770502553,-0.85348992732752,3.19719895886598,-0.160045509460411,-0.80862009477766,0.0163477727543003
1,1.67906829163659,-0.714797911588057,-0.244766001199488,0.10296395261793,-0.925776516768324,0.64995979386291,0.788262518930158,-1.43915198108504,-0.02775937054714,1.48095421939088,-0.0195248039370465,0.735241819994225,-0.383754191451381,-0.405962376061068,0.641673857515506,0.72755419169606,-2.13251969535365
0,0.0283849953832445,-0.79832389220787,-0.618033825050796,-0.859075333968089,-0.613794196514437,-0.365091210949715,0.597365511365494,0.855425723539318,0.870716466348635,1.36859566114916,-0.200382511588246,-0.422491709026323,-0.209412796880022,-0.796863899972641,-0.692711159552528,-1.15682135174749,-0.613397952170213
0,-1.15754210937394,-0.236807033435354,0.0985651745134576,-0.100996401814983,-0.171684387346411,-0.270669303863459,0.749197377232776,-0.0253593869441263,-0.885560812740484,0.0988926533151404,-0.358775379310248,-1.05299832717255,3.74126889020834,-0.698702335327409,1.13976104471061,-0.102359018064651,0.773542867362161
0,0.282954413952811,0.385242663941207,-0.713251393241343,-0.477005034786274,-0.690545158565662,-1.15416121623541,0.815868701015183,-0.933315389983392,0.60387914870225,0.29102995142278,-0.143559610430259,-0.0510729622532463,-0.608657913540883,-0.686948174051308,-0.76128129739165,-0.479926644863261,-0.294879171245026
0,-0.111245931972259,-0.0815202027016671,-0.771335230936726,1.7095142244725,-0.804781967371667,1.71977752645047,0.187956290429191,-0.235198600622211,-0.143949380765632,0.831452579661655,-0.156663732659498,0.81722946727534,-0.62218555645257,-0.311277069936948,0.73101380769745,0.222284471555864,0.777493712092547
0,-0.0801872311982283,-0.275783539623737,-0.150795955247392,0.913364416621652,-0.479600638372574,0.977385154409775,0.50974694333614,-0.239658852458872,-1.43588313063278,-0.753235377470542,0.231962663079511,0.245084369412731,-0.733773336595264,-0.884973723023155,-0.562378987296468,0.262733955857016,0.563733186101651
0,-0.429425381098836,1.41254818641606,-0.89260626892042,-0.712116161866204,-0.40280455388197,0.0399598994223927,0.592104201924509,-0.330561014803664,-0.603381964161214,0.804780029090767,-0.0671441558419539,0.269310208391173,4.22327062916731,-1.25148114995884,-0.640907699035305,-0.87182985000791,-0.090428808603179
0,-0.353537472864256,-0.79880461962091,-0.769061585927247,0.146993361592925,-0.0888122020139704,3.43484368023097,0.277275296413552,1.08075756117386,0.418783275985173,0.593197711023946,-0.0375117340548276,-0.627450636014503,0.151706604659731,0.203321725119426,-0.51874291569086,-0.707566707150208,0.222030532634256
1,-0.896453044360413,1.58683101203404,0.157911137085562,-0.581890538415491,1.54370018038475,0.352178775270959,0.694468266572914,1.64172378344886,-0.615342848186823,1.17599511969792,-0.10936291440596,0.417521871899741,-1.26881876331521,-0.232131526975257,-0.390924018408369,-2.07425803067949,1.38176325547181
0,1.2892505607325,0.387556615086716,-0.149928162862461,-0.733255677262995,-0.23929591262668,0.7258765190121,-1.45849378297006,-0.849843984695199,0.603357157830882,2.2076989931351,0.0264620975540001,0.0235415782152331,-0.320027083021233,0.142334195311279,-0.283970029481406,-0.576642980456138,0.357357798154445
1,0.619226896589076,0.0881568527023147,0.241285841255793,-0.754692888420522,-0.436806538559694,-1.14866246515282,-2.42126800602336,-0.921510575746314,-0.747381520397115,0.799263272268862,-0.17836236229142,0.21069913553733,-0.208378468777647,0.987028599940846,-0.497217128479238,-0.37558495964927,0.666718187797735
1,0.0625019698707484,0.258423892009097,-1.00173498740893,-0.106257949692863,-0.0861155065478697,1.15837771154259,0.375165553207143,-0.14054312699722,-0.331180861979755,0.383334926028622,-0.178762629275338,0.0680202502749047,-0.556903405691835,-0.785246523606332,0.0933494025450976,-0.273052860477169,0.605821769957463
1,0.401668553689716,-0.269600724830517,1.11772249710728,-0.236660820283267,0.145677414495162,0.0644953037271214,0.535284864110786,-0.0942148212521087,1.93476931406367,1.63566595681329,-0.197542694814458,-0.637380026813429,0.110348028509467,1.85054492555192,-1.48262111659531,-0.0961657415665362,0.96280423333913
0,-0.206976865747422,-0.410135857449291,-0.708038145859192,-0.503453018026288,1.53001529594609,4.29436307494357,0.313226511318024,-1.05353104467164,0.503307613284414,-0.365656558961616,-0.181241468318516,-1.0335322166535,0.354656217553011,-0.198695037661742,-0.373497641319882,-0.468134830216893,0.0170054858921203
