"Label","F1","F4","F5","F7","F2","F6","F21","F8","F11","F3","F9","F10","F12","F14","F24","F16","F15","F13","F18","F22","F27","F25","F17","F19","F42","F36","F43","F23","F26","F20","F32","F30","F28","F38","F33","F37","F41","F34","F29","F44","F31","F35","F39","F40"
0,0.867235330304667,0.975245037182458,0.665428182334036,0.00629544080197577,-0.317354270813014,-0.0671989782975695,-0.701343553526014,-0.259813678959103,-1.33152891861034,0.574285761538155,0.295447988524818,-0.519058996298599,0.0925112139264643,0.42586280953854,0.0514851462176008,-0.425631672019705,-0.41491508353176,-0.367085874463244,-0.226603839000681,0.155447502520245,5.37884076076296,0.87760702883107,0.306272361315239,-0.397338791059478,-0.762120103361923,-1.09080631999413,-1.30816451308855,-0.14893481340011,1.0073755878293,-0.530381863983608,3.79323865471109,-0.412097533441572,-0.658713907874355,-0.78385072559414,-0.465805941786675,1.02557990538079,-0.715269777933653,-0.431984328570574,-0.169122996758153,0.196414001018025,0.138604963461969,-0.0295871445468561,-2.11201506331023,-0.0483026908520143
1,1.60553244093279,-0.202992705068071,-0.712170112052869,0.0545766692751876,-0.564990093165541,0.908344015900101,-0.531615326583097,-0.00421400339331422,0.305810491744442,0.826257845410657,0.0890911023189908,0.0655636106496361,-0.71613915774995,-0.432869031433905,0.748084404804909,-0.313514497383643,-0.0290933019746031,1.1275011266044,-0.282085619265927,-1.46595103789745,0.397149101177068,-0.0826940037567944,-0.0767603797393444,-0.562906986247181,0.715094032565422,-0.575978166473757,-1.62076377331741,4.50373213492829,0.954836725007125,5.55258591699188,0.549612221754712,0.382171822005975,-0.104368348140861,-0.0430567256746169,1.05744591941938,0.568285239666084,0.320405863787026,0.108698815429151,0.133893374838727,-0.360161893510904,-1.01197944841989,0.46627024606723,-1.26080771081786,0.334103476573499
0,0.135281221443347,-0.817403926375012,-0.767516232581952,0.478217313892743,-0.61118053247221,-0.287902341859894,-0.0502458312702746,-0.20573522457863,1.15458286677717,-1.11903176080263,0.756508344957798,0.082606304450029,-0.678671212463574,-0.310321716725557,-0.101974037599196,-0.776159901447362,-0.631742529985605,1.00360528422869,-0.606393072776475,-0.295881172057357,-0.389658198595112,-0.161024303301804,-0.401371165603228,-0.442264075799268,-0.569590285841055,0.804296862150302,0.137771746573306,0.503818151101235,1.89647032523825,-0.283458386967029,-0.0639186554211634,0.211612397066123,0.29625189504984,0.832087346118472,-0.750991672119557,-0.463318888820387,-0.703781267520145,-0.0595897975629684,0.538803658671092,-0.380317439863577,-0.0802228289067135,1.51683762715079,-0.777984173463523,-0.131226577903535
0,-1.13985678056124,-0.16562981251835,-0.849831904927175,0.194625820342074,-0.770218369291802,-0.287751989538974,0.499835972001553,-0.187654621229926,0.0837117278891008,-0.418010231463694,-0.732569622059626,4.66741402002963,-0.477592186001185,-0.907952893327293,-0.501069941767069,0.180749117758983,-0.180059452870262,-0.405297865031973,1.70778128665715,-0.00243451605559477,0.0227010676881397,0.385610672092092,-0.320840586898743,2.30566800396835,0.705800336702109,-0.81555918814411,0.0958455078423885,0.242567296142523,1.24224609302598,0.0138733501388563,-0.685227218963924,3.47904334488725,0.0797947915459866,0.737976907263356,-0.00271847460641839,-0.231708472775304,-1.48424780035748,-0.39751865846995,-0.66617195036662,1.1074136098244,-0.33940903204015,-0.0709749855192815,-1.04990107557707,0.215317778126719
0,0.34844437902843,-0.539626847390836,0.388334163800587,0.61982788201771,-0.668224896277666,-1.14110935347879,-0.71481262917118,-0.122329721709129,0.547432517184462,-0.504688349412302,-0.506357520543485,-0.602623940087322,-0.163975036155344,-0.00787554498585427,0.216757810035288,-0.334161405069531,-0.49214306507866,0.35212490190673,-0.0960945982807506,-0.420503134877003,-0.153733197413384,-0.933370572613282,-0.676261293628658,-0.798573458887176,-0.510134019934866,-0.765144861722132,0.894687957536114,1.25406765892202,0.655405937192981,-0.586942359993374,-0.42106800365813,-0.232394582254959,0.377801777973805,0.959675881981044,0.64875538036084,-0.330850623981082,-0.553887233414569,-0.0627069842673252,0.11159820091818,0.881074475461611,0.458446588237467,0.0910126472963683,-1.22275591346689,-0.124906972439569
0,-0.0450128968603906,1.54382295630441,-0.185529443542322,0.0965231713043791,-0.765153385347586,1.71016719370041,0.0511294679705247,-0.129200267046891,0.389364105187101,-1.07877643847675,-0.213970636428281,-0.606667521314053,0.552128272996883,-0.624357464824448,0.886089679223948,-0.562711838550295,0.518828016172504,-0.168453894426949,1.33333212612945,-0.391600540842811,0.0930158127161426,-0.262477059642873,0.559340870496131,-0.239671923837707,0.950332552494715,0.556576584086951,-0.647226879231526,0.536968520067719,-0.524764526184082,0.592320523220332,0.142578502928247,0.851560615738914,-0.434488931739229,-0.175335141692007,-0.127199190372408,1.6588614902586,1.68440998853806,-0.239066582128255,-0.116560155798572,0.433107251785288,0.240857076794148,-0.326064139208185,-0.104529485610415,-0.254462413258695
0,-0.149107331125571,0.790073207580173,-0.545758200752225,0.259502931681494,-0.416813357505582,0.968112352052595,0.297759895021581,0.221053401869777,-0.871732262504376,-0.335603753197074,-0.228161858574765,-0.545552993241952,-0.50319395705761,-0.774803655203932,0.885741526542914,-0.17328056890149,-0.189493032725898,-0.923097708390232,1.18971580451085,-0.180553561670049,-1.05227963336994,0.574999925495017,0.0913343400390116,-0.430959274707277,0.169481529121266,-0.256050872998602,-1.17923049921028,-0.462621760945173,0.828499732959715,-0.102623585830912,-0.0250583495426283,-0.561885373814365,0.124457459113451,0.296885938763013,0.162073189395383,1.57179718283453,0.60523887177926,-0.406766679751022,0.306451413253575,0.963125580308966,1.15647170095023,-0.380172070752049,-0.555718779244037,0.848150101943038
0,-0.278445391062156,-0.734437807769769,1.53883485443009,0.46589397084749,-0.347949688872556,-0.197128148463412,-0.755563977617105,-0.0743607904357975,-0.423760887302199,-0.932734034219436,0.183660394226541,4.43505364259674,-0.126801727814853,-0.624261708060068,0.505045804740151,-0.818149231894935,-0.665433218714901,0.523086007503892,-0.251635033140094,-0.578098054775862,-0.507178754517619,-1.25819274878523,-0.552738565566412,-0.461864931155737,0.313224398270946,-0.139343202749571,-0.166731381913292,-0.0477770685490224,0.447238565184276,-0.50731787434338,0.172334615961149,0.750876899566852,-0.129064314311585,0.190397890438128,-0.07438455919583,0.519158724600151,0.00875481269550307,0.476683998601219,0.0696511868292712,1.0287808194021,0.2240962359271,0.399588458837231,0.167656110094114,0.85589023556573
0,-0.278227927860673,0.105938837764243,-0.668729772219127,0.203068121392739,-0.0157017958946714,3.3709701009039,-0.632982247258698,-0.0864431473764365,-0.195515566555337,-1.24473296381333,2.30900827591141,0.175186628710213,-0.582620599403986,0.520944739057938,-0.348231332236269,-0.0291228062323693,0.336316877335439,-0.117830628644773,0.0181881872287674,-0.0836471640738994,-0.833561607517027,-0.899992511786112,-0.479856612833444,-0.699400099972409,0.292529273748417,1.32108349303761,0.206928539762818,-0.0232070011606805,0.0123719808311882,-0.0764471804117823,0.340179765299703,-0.366091798200142,-0.268201594389438,-0.45974275758659,0.819824427450921,1.26021535848389,0.0647275775921169,-0.373743261892752,0.21228755201576,-0.840972287571945,-0.01014604396808,0.363144404579461,0.679739343489442,0.42604883795908
1,-0.669958120046357,-0.71900295833429,0.723023396088356,-0.0333077211570168,0.74404220960704,0.474369058915202,0.216463838632843,-0.0258453812570066,-0.1768209327184,-1.0677529448463,1.4183278842287,-0.481117848916733,-0.49514145635279,0.00118508964730463,0.173173405174713,-1.24872786958243,-0.501515789454296,0.500075480847435,0.490069210809531,1.62622495351815,-0.53096950364694,-0.744628688574746,-0.52398280457887,9.65887692817466,0.0617597858921992,0.393405589182529,2.10283823622372,0.422944777552624,3.38669622978988,-0.515822206425285,0.97306133787396,0.646685041376633,-0.593983569766239,-1.05583893174794,0.0120104563516522,-0.276119575122531,-0.855587199721789,-1.19035010210807,0.362662312004444,0.934622082516156,1.82120412296675,-0.289560871909771,0.589536554813474,0.872827838121874
